support,itemsets
0.002806923745238254,"frozenset({'rolls/buns', 'chocolate'})"
0.0029405867807257902,"frozenset({'chocolate', 'whole milk'})"
0.0010024727661565194,"frozenset({'bottled beer', 'chocolate'})"
0.001403461872619127,"frozenset({'tropical fruit', 'chocolate'})"
0.001403461872619127,"frozenset({'chocolate', 'sausage'})"
0.0013366303548753592,"frozenset({'pip fruit', 'chocolate'})"
0.001403461872619127,"frozenset({'bottled water', 'chocolate'})"
0.001603956425850431,"frozenset({'chocolate', 'yogurt'})"
0.0010693042839002875,"frozenset({'chocolate', 'canned beer'})"
0.001670787943594199,"frozenset({'chocolate', 'soda'})"
0.0012029673193878234,"frozenset({'root vegetables', 'chocolate'})"
0.001871282496825503,"frozenset({'other vegetables', 'chocolate'})"
0.0010693042839002875,"frozenset({'chocolate', 'citrus fruit'})"
0.0013366303548753592,"frozenset({'red/blush wine', 'rolls/buns'})"
0.0011361358016440553,"frozenset({'red/blush wine', 'other vegetables'})"
0.0010693042839002875,"frozenset({'frozen fish', 'whole milk'})"
0.004945532313038829,"frozenset({'other vegetables', 'shopping bags'})"
0.004745037759807526,"frozenset({'rolls/buns', 'shopping bags'})"
0.003341575887188398,"frozenset({'root vegetables', 'shopping bags'})"
0.0027400922274944863,"frozenset({'tropical fruit', 'shopping bags'})"
0.004410880171088686,"frozenset({'shopping bags', 'soda'})"
0.006348994185657956,"frozenset({'whole milk', 'shopping bags'})"
0.0013366303548753592,"frozenset({'pastry', 'shopping bags'})"
0.001804450979081735,"frozenset({'shopping bags', 'citrus fruit'})"
0.003542070440419702,"frozenset({'shopping bags', 'yogurt'})"
0.0019381140145692708,"frozenset({'sausage', 'shopping bags'})"
0.002004945532313039,"frozenset({'bottled water', 'shopping bags'})"
0.001871282496825503,"frozenset({'pip fruit', 'shopping bags'})"
0.0012029673193878234,"frozenset({'rolls/buns', 'packaged fruit/vegetables'})"
0.0011361358016440553,"frozenset({'whipped/sour cream', 'margarine'})"
0.002138608567800575,"frozenset({'yogurt', 'margarine'})"
0.001603956425850431,"frozenset({'frankfurter', 'margarine'})"
0.0011361358016440553,"frozenset({'citrus fruit', 'margarine'})"
0.0040767225823698456,"frozenset({'whole milk', 'margarine'})"
0.0019381140145692708,"frozenset({'root vegetables', 'margarine'})"
0.0014702933903628951,"frozenset({'tropical fruit', 'margarine'})"
0.003207912851700862,"frozenset({'other vegetables', 'margarine'})"
0.001403461872619127,"frozenset({'beef', 'margarine'})"
0.0012029673193878234,"frozenset({'margarine', 'canned beer'})"
0.0012697988371315912,"frozenset({'pip fruit', 'margarine'})"
0.001403461872619127,"frozenset({'butter', 'margarine'})"
0.0013366303548753592,"frozenset({'pastry', 'margarine'})"
0.0010693042839002875,"frozenset({'curd', 'margarine'})"
0.003007418298469558,"frozenset({'rolls/buns', 'margarine'})"
0.0010024727661565194,"frozenset({'shopping bags', 'margarine'})"
0.0026064291920069507,"frozenset({'soda', 'margarine'})"
0.0013366303548753592,"frozenset({'pork', 'margarine'})"
0.001403461872619127,"frozenset({'bottled water', 'margarine'})"
0.001871282496825503,"frozenset({'sausage', 'margarine'})"
0.0010024727661565194,"frozenset({'fruit/vegetable juice', 'margarine'})"
0.0010693042839002875,"frozenset({'bottled beer', 'margarine'})"
0.004678206242063757,"frozenset({'bottled water', 'rolls/buns'})"
0.0048118692775512934,"frozenset({'bottled water', 'soda'})"
0.003809396511394774,"frozenset({'bottled water', 'yogurt'})"
0.0034752389226759338,"frozenset({'bottled water', 'root vegetables'})"
0.007150972398583172,"frozenset({'bottled water', 'whole milk'})"
0.003542070440419702,"frozenset({'bottled water', 'tropical fruit'})"
0.005480184454988973,"frozenset({'bottled water', 'other vegetables'})"
0.007150972398583172,"frozenset({'bottled beer', 'whole milk'})"
0.004009891064626078,"frozenset({'bottled beer', 'rolls/buns'})"
0.003408407404932166,"frozenset({'bottled beer', 'yogurt'})"
0.003341575887188398,"frozenset({'bottled beer', 'sausage'})"
0.0029405867807257902,"frozenset({'bottled beer', 'soda'})"
0.0024727661565194146,"frozenset({'bottled beer', 'root vegetables'})"
0.0025395976742631824,"frozenset({'bottled beer', 'tropical fruit'})"
0.0025395976742631824,"frozenset({'bottled beer', 'bottled water'})"
0.004678206242063757,"frozenset({'bottled beer', 'other vegetables'})"
0.001871282496825503,"frozenset({'bottled beer', 'canned beer'})"
0.001670787943594199,"frozenset({'bottled beer', 'citrus fruit'})"
0.0014702933903628951,"frozenset({'bottled beer', 'shopping bags'})"
0.0020717770500568067,"frozenset({'bottled beer', 'pastry'})"
0.0015371249081066632,"frozenset({'bottled beer', 'pip fruit'})"
0.003408407404932166,"frozenset({'whole milk', 'chicken'})"
0.0028737552629820224,"frozenset({'rolls/buns', 'chicken'})"
0.0010024727661565194,"frozenset({'bottled beer', 'chicken'})"
0.001403461872619127,"frozenset({'tropical fruit', 'chicken'})"
0.002205440085544343,"frozenset({'other vegetables', 'chicken'})"
0.0013366303548753592,"frozenset({'bottled water', 'chicken'})"
0.002138608567800575,"frozenset({'soda', 'chicken'})"
0.0012697988371315912,"frozenset({'pastry', 'chicken'})"
0.0012697988371315912,"frozenset({'shopping bags', 'chicken'})"
0.0010024727661565194,"frozenset({'domestic eggs', 'chicken'})"
0.001804450979081735,"frozenset({'yogurt', 'chicken'})"
0.0010693042839002875,"frozenset({'pip fruit', 'chicken'})"
0.0010024727661565194,"frozenset({'root vegetables', 'chicken'})"
0.0010024727661565194,"frozenset({'margarine', 'chicken'})"
0.0012029673193878234,"frozenset({'citrus fruit', 'chicken'})"
0.0011361358016440553,"frozenset({'curd', 'chicken'})"
0.0010693042839002875,"frozenset({'sausage', 'chicken'})"
0.0012697988371315912,"frozenset({'whipped/sour cream', 'chicken'})"
0.0011361358016440553,"frozenset({'canned beer', 'chicken'})"
0.0013366303548753592,"frozenset({'flour', 'whole milk'})"
0.0010693042839002875,"frozenset({'flour', 'tropical fruit'})"
0.0025395976742631824,"frozenset({'domestic eggs', 'soda'})"
0.002138608567800575,"frozenset({'tropical fruit', 'domestic eggs'})"
0.0020717770500568067,"frozenset({'domestic eggs', 'yogurt'})"
0.002004945532313039,"frozenset({'root vegetables', 'domestic eggs'})"
0.002138608567800575,"frozenset({'bottled water', 'domestic eggs'})"
0.003542070440419702,"frozenset({'domestic eggs', 'other vegetables'})"
0.003408407404932166,"frozenset({'domestic eggs', 'rolls/buns'})"
0.001804450979081735,"frozenset({'domestic eggs', 'sausage'})"
0.001670787943594199,"frozenset({'bottled beer', 'domestic eggs'})"
0.0012029673193878234,"frozenset({'domestic eggs', 'pork'})"
0.0012697988371315912,"frozenset({'domestic eggs', 'citrus fruit'})"
0.0015371249081066632,"frozenset({'newspapers', 'domestic eggs'})"
0.005279689901757669,"frozenset({'domestic eggs', 'whole milk'})"
0.0014702933903628951,"frozenset({'domestic eggs', 'shopping bags'})"
0.0012029673193878234,"frozenset({'domestic eggs', 'canned beer'})"
0.0013366303548753592,"frozenset({'pastry', 'domestic eggs'})"
0.0012029673193878234,"frozenset({'domestic eggs', 'brown bread'})"
0.001403461872619127,"frozenset({'domestic eggs', 'frankfurter'})"
0.0012697988371315912,"frozenset({'white wine', 'whole milk'})"
0.0014702933903628951,"frozenset({'soda', 'dessert'})"
0.0012029673193878234,"frozenset({'shopping bags', 'dessert'})"
0.002004945532313039,"frozenset({'rolls/buns', 'dessert'})"
0.0014702933903628951,"frozenset({'sausage', 'dessert'})"
0.0010693042839002875,"frozenset({'bottled water', 'dessert'})"
0.0010693042839002875,"frozenset({'root vegetables', 'dessert'})"
0.0020717770500568067,"frozenset({'other vegetables', 'dessert'})"
0.0010693042839002875,"frozenset({'tropical fruit', 'dessert'})"
0.0024059346387756467,"frozenset({'whole milk', 'dessert'})"
0.0012029673193878234,"frozenset({'yogurt', 'dessert'})"
0.0010024727661565194,"frozenset({'curd', 'dessert'})"
0.001670787943594199,"frozenset({'hamburger meat', 'yogurt'})"
0.0010693042839002875,"frozenset({'bottled beer', 'hamburger meat'})"
0.002205440085544343,"frozenset({'other vegetables', 'hamburger meat'})"
0.0013366303548753592,"frozenset({'tropical fruit', 'hamburger meat'})"
0.001670787943594199,"frozenset({'hamburger meat', 'soda'})"
0.0010024727661565194,"frozenset({'pastry', 'hamburger meat'})"
0.0030742498162133263,"frozenset({'whole milk', 'hamburger meat'})"
0.0019381140145692708,"frozenset({'rolls/buns', 'hamburger meat'})"
0.0012697988371315912,"frozenset({'root vegetables', 'hamburger meat'})"
0.0028737552629820224,"frozenset({'newspapers', 'yogurt'})"
0.0015371249081066632,"frozenset({'whipped/sour cream', 'newspapers'})"
0.001871282496825503,"frozenset({'newspapers', 'tropical fruit'})"
0.005613847490476508,"frozenset({'newspapers', 'whole milk'})"
0.0023391031210318785,"frozenset({'newspapers', 'soda'})"
0.001804450979081735,"frozenset({'bottled water', 'newspapers'})"
0.0036757334759072377,"frozenset({'newspapers', 'other vegetables'})"
0.002004945532313039,"frozenset({'pastry', 'newspapers'})"
0.0025395976742631824,"frozenset({'root vegetables', 'newspapers'})"
0.003007418298469558,"frozenset({'newspapers', 'rolls/buns'})"
0.0017376194613379669,"frozenset({'bottled beer', 'newspapers'})"
0.0012029673193878234,"frozenset({'newspapers', 'citrus fruit'})"
0.0012697988371315912,"frozenset({'pip fruit', 'newspapers'})"
0.001871282496825503,"frozenset({'newspapers', 'canned beer'})"
0.001804450979081735,"frozenset({'newspapers', 'sausage'})"
0.001804450979081735,"frozenset({'newspapers', 'shopping bags'})"
0.0011361358016440553,"frozenset({'herbs', 'yogurt'})"
0.0011361358016440553,"frozenset({'herbs', 'whole milk'})"
0.0010693042839002875,"frozenset({'coffee', 'pip fruit'})"
0.001403461872619127,"frozenset({'coffee', 'shopping bags'})"
0.0024059346387756467,"frozenset({'coffee', 'rolls/buns'})"
0.0015371249081066632,"frozenset({'coffee', 'tropical fruit'})"
0.003809396511394774,"frozenset({'coffee', 'whole milk'})"
0.0014702933903628951,"frozenset({'coffee', 'frankfurter'})"
0.002004945532313039,"frozenset({'coffee', 'root vegetables'})"
0.001403461872619127,"frozenset({'coffee', 'domestic eggs'})"
0.0024727661565194146,"frozenset({'coffee', 'soda'})"
0.001403461872619127,"frozenset({'pastry', 'coffee'})"
0.0010024727661565194,"frozenset({'coffee', 'canned beer'})"
0.0020717770500568067,"frozenset({'coffee', 'yogurt'})"
0.0013366303548753592,"frozenset({'coffee', 'citrus fruit'})"
0.0013366303548753592,"frozenset({'coffee', 'sausage'})"
0.0026064291920069507,"frozenset({'coffee', 'other vegetables'})"
0.0015371249081066632,"frozenset({'bottled water', 'coffee'})"
0.002138608567800575,"frozenset({'other vegetables', 'UHT-milk'})"
0.0015371249081066632,"frozenset({'tropical fruit', 'UHT-milk'})"
0.0025395976742631824,"frozenset({'UHT-milk', 'whole milk'})"
0.0012697988371315912,"frozenset({'UHT-milk', 'soda'})"
0.001804450979081735,"frozenset({'rolls/buns', 'UHT-milk'})"
0.0010693042839002875,"frozenset({'bottled water', 'UHT-milk'})"
0.0010024727661565194,"frozenset({'root vegetables', 'UHT-milk'})"
0.0011361358016440553,"frozenset({'UHT-milk', 'sausage'})"
0.0011361358016440553,"frozenset({'UHT-milk', 'yogurt'})"
0.0011361358016440553,"frozenset({'sliced cheese', 'soda'})"
0.001403461872619127,"frozenset({'sliced cheese', 'other vegetables'})"
0.0014702933903628951,"frozenset({'sliced cheese', 'whole milk'})"
0.0011361358016440553,"frozenset({'sliced cheese', 'sausage'})"
0.0012029673193878234,"frozenset({'root vegetables', 'sliced cheese'})"
0.0012029673193878234,"frozenset({'specialty bar', 'yogurt'})"
0.001670787943594199,"frozenset({'specialty bar', 'other vegetables'})"
0.0012697988371315912,"frozenset({'specialty bar', 'soda'})"
0.001670787943594199,"frozenset({'specialty bar', 'whole milk'})"
0.0012029673193878234,"frozenset({'specialty bar', 'rolls/buns'})"
0.004678206242063757,"frozenset({'rolls/buns', 'citrus fruit'})"
0.0026064291920069507,"frozenset({'bottled water', 'citrus fruit'})"
0.007150972398583172,"frozenset({'whole milk', 'citrus fruit'})"
0.004611374724319989,"frozenset({'citrus fruit', 'yogurt'})"
0.002205440085544343,"frozenset({'root vegetables', 'citrus fruit'})"
0.0028737552629820224,"frozenset({'tropical fruit', 'citrus fruit'})"
0.003742564993651006,"frozenset({'citrus fruit', 'soda'})"
0.0012029673193878234,"frozenset({'sausage', 'citrus fruit'})"
0.0048118692775512934,"frozenset({'other vegetables', 'citrus fruit'})"
0.0014702933903628951,"frozenset({'rolls/buns', 'candy'})"
0.0010024727661565194,"frozenset({'citrus fruit', 'candy'})"
0.002138608567800575,"frozenset({'whole milk', 'candy'})"
0.0011361358016440553,"frozenset({'other vegetables', 'candy'})"
0.0012697988371315912,"frozenset({'soda', 'candy'})"
0.0012029673193878234,"frozenset({'yogurt', 'candy'})"
0.0019381140145692708,"frozenset({'grapes', 'whole milk'})"
0.001603956425850431,"frozenset({'other vegetables', 'grapes'})"
0.0010693042839002875,"frozenset({'root vegetables', 'grapes'})"
0.0012029673193878234,"frozenset({'rolls/buns', 'grapes'})"
0.0010693042839002875,"frozenset({'grapes', 'sausage'})"
0.001403461872619127,"frozenset({'grapes', 'soda'})"
0.004477711688832453,"frozenset({'brown bread', 'whole milk'})"
0.0014702933903628951,"frozenset({'tropical fruit', 'brown bread'})"
0.001804450979081735,"frozenset({'brown bread', 'sausage'})"
0.001670787943594199,"frozenset({'pip fruit', 'brown bread'})"
0.0023391031210318785,"frozenset({'brown bread', 'yogurt'})"
0.0012697988371315912,"frozenset({'brown bread', 'shopping bags'})"
0.0028737552629820224,"frozenset({'brown bread', 'soda'})"
0.0017376194613379669,"frozenset({'brown bread', 'citrus fruit'})"
0.002004945532313039,"frozenset({'pastry', 'brown bread'})"
0.003341575887188398,"frozenset({'rolls/buns', 'brown bread'})"
0.0024059346387756467,"frozenset({'brown bread', 'canned beer'})"
0.0030742498162133263,"frozenset({'other vegetables', 'brown bread'})"
0.0013366303548753592,"frozenset({'root vegetables', 'brown bread'})"
0.0015371249081066632,"frozenset({'bottled beer', 'brown bread'})"
0.0010693042839002875,"frozenset({'whipped/sour cream', 'brown bread'})"
0.0015371249081066632,"frozenset({'bottled water', 'brown bread'})"
0.0015371249081066632,"frozenset({'frankfurter', 'brown bread'})"
0.0014702933903628951,"frozenset({'processed cheese', 'whole milk'})"
0.0014702933903628951,"frozenset({'processed cheese', 'rolls/buns'})"
0.0010693042839002875,"frozenset({'root vegetables', 'processed cheese'})"
0.0017376194613379669,"frozenset({'onions', 'rolls/buns'})"
0.0013366303548753592,"frozenset({'root vegetables', 'onions'})"
0.0012029673193878234,"frozenset({'tropical fruit', 'onions'})"
0.0010024727661565194,"frozenset({'bottled water', 'onions'})"
0.0015371249081066632,"frozenset({'other vegetables', 'onions'})"
0.0029405867807257902,"frozenset({'onions', 'whole milk'})"
0.0014702933903628951,"frozenset({'onions', 'soda'})"
0.0010693042839002875,"frozenset({'whipped/sour cream', 'onions'})"
0.0012697988371315912,"frozenset({'onions', 'yogurt'})"
0.0024059346387756467,"frozenset({'napkins', 'whole milk'})"
0.0017376194613379669,"frozenset({'napkins', 'rolls/buns'})"
0.0017376194613379669,"frozenset({'pastry', 'napkins'})"
0.0017376194613379669,"frozenset({'napkins', 'yogurt'})"
0.002138608567800575,"frozenset({'napkins', 'other vegetables'})"
0.0010693042839002875,"frozenset({'root vegetables', 'napkins'})"
0.001403461872619127,"frozenset({'napkins', 'citrus fruit'})"
0.0012697988371315912,"frozenset({'napkins', 'tropical fruit'})"
0.0015371249081066632,"frozenset({'napkins', 'soda'})"
0.001871282496825503,"frozenset({'hard cheese', 'whole milk'})"
0.0012697988371315912,"frozenset({'hard cheese', 'yogurt'})"
0.001670787943594199,"frozenset({'hard cheese', 'other vegetables'})"
0.0010024727661565194,"frozenset({'root vegetables', 'hard cheese'})"
0.001670787943594199,"frozenset({'hard cheese', 'rolls/buns'})"
0.0010693042839002875,"frozenset({'pip fruit', 'hard cheese'})"
0.002205440085544343,"frozenset({'meat', 'whole milk'})"
0.002138608567800575,"frozenset({'meat', 'other vegetables'})"
0.0010024727661565194,"frozenset({'meat', 'soda'})"
0.0013366303548753592,"frozenset({'root vegetables', 'meat'})"
0.0013366303548753592,"frozenset({'meat', 'rolls/buns'})"
0.003742564993651006,"frozenset({'rolls/buns', 'fruit/vegetable juice'})"
0.001804450979081735,"frozenset({'sausage', 'fruit/vegetable juice'})"
0.001403461872619127,"frozenset({'butter', 'fruit/vegetable juice'})"
0.004410880171088686,"frozenset({'whole milk', 'fruit/vegetable juice'})"
0.002138608567800575,"frozenset({'soda', 'fruit/vegetable juice'})"
0.001670787943594199,"frozenset({'bottled beer', 'fruit/vegetable juice'})"
0.002205440085544343,"frozenset({'fruit/vegetable juice', 'yogurt'})"
0.0013366303548753592,"frozenset({'citrus fruit', 'fruit/vegetable juice'})"
0.0012029673193878234,"frozenset({'bottled water', 'fruit/vegetable juice'})"
0.0011361358016440553,"frozenset({'frankfurter', 'fruit/vegetable juice'})"
0.001403461872619127,"frozenset({'pip fruit', 'fruit/vegetable juice'})"
0.0029405867807257902,"frozenset({'other vegetables', 'fruit/vegetable juice'})"
0.0015371249081066632,"frozenset({'fruit/vegetable juice', 'canned beer'})"
0.0010693042839002875,"frozenset({'domestic eggs', 'fruit/vegetable juice'})"
0.001804450979081735,"frozenset({'root vegetables', 'fruit/vegetable juice'})"
0.002138608567800575,"frozenset({'tropical fruit', 'fruit/vegetable juice'})"
0.0014702933903628951,"frozenset({'pastry', 'fruit/vegetable juice'})"
0.0012697988371315912,"frozenset({'yogurt', 'soft cheese'})"
0.0012029673193878234,"frozenset({'other vegetables', 'soft cheese'})"
0.0010024727661565194,"frozenset({'rolls/buns', 'soft cheese'})"
0.0012029673193878234,"frozenset({'whole milk', 'soft cheese'})"
0.0013366303548753592,"frozenset({'rolls/buns', 'oil'})"
0.0010693042839002875,"frozenset({'oil', 'yogurt'})"
0.001804450979081735,"frozenset({'other vegetables', 'oil'})"
0.0019381140145692708,"frozenset({'oil', 'whole milk'})"
0.001804450979081735,"frozenset({'oil', 'soda'})"
0.0015371249081066632,"frozenset({'sausage', 'beverages'})"
0.0012029673193878234,"frozenset({'rolls/buns', 'beverages'})"
0.001871282496825503,"frozenset({'soda', 'beverages'})"
0.0019381140145692708,"frozenset({'whole milk', 'beverages'})"
0.0010693042839002875,"frozenset({'bottled water', 'beverages'})"
0.0017376194613379669,"frozenset({'other vegetables', 'beverages'})"
0.001403461872619127,"frozenset({'yogurt', 'berries'})"
0.0026732607097507185,"frozenset({'other vegetables', 'berries'})"
0.0014702933903628951,"frozenset({'soda', 'berries'})"
0.0011361358016440553,"frozenset({'pip fruit', 'berries'})"
0.0010693042839002875,"frozenset({'pastry', 'berries'})"
0.0010693042839002875,"frozenset({'bottled water', 'berries'})"
0.0012697988371315912,"frozenset({'tropical fruit', 'berries'})"
0.001670787943594199,"frozenset({'rolls/buns', 'berries'})"
0.0022722716032881106,"frozenset({'whole milk', 'berries'})"
0.0010693042839002875,"frozenset({'root vegetables', 'berries'})"
0.0024059346387756467,"frozenset({'whole milk', 'long life bakery product'})"
0.0011361358016440553,"frozenset({'other vegetables', 'long life bakery product'})"
0.0010693042839002875,"frozenset({'tropical fruit', 'long life bakery product'})"
0.0013366303548753592,"frozenset({'soda', 'long life bakery product'})"
0.001670787943594199,"frozenset({'rolls/buns', 'long life bakery product'})"
0.0012029673193878234,"frozenset({'yogurt', 'long life bakery product'})"
0.0010693042839002875,"frozenset({'sausage', 'long life bakery product'})"
0.002138608567800575,"frozenset({'other vegetables', 'cream cheese '})"
0.0014702933903628951,"frozenset({'cream cheese ', 'soda'})"
0.001403461872619127,"frozenset({'tropical fruit', 'cream cheese '})"
0.001871282496825503,"frozenset({'rolls/buns', 'cream cheese '})"
0.001603956425850431,"frozenset({'root vegetables', 'cream cheese '})"
0.0028737552629820224,"frozenset({'cream cheese ', 'whole milk'})"
0.0012029673193878234,"frozenset({'cream cheese ', 'sausage'})"
0.0010024727661565194,"frozenset({'cream cheese ', 'citrus fruit'})"
0.0012029673193878234,"frozenset({'cream cheese ', 'shopping bags'})"
0.0010024727661565194,"frozenset({'frankfurter', 'cream cheese '})"
0.001603956425850431,"frozenset({'cream cheese ', 'yogurt'})"
0.0027400922274944863,"frozenset({'ham', 'whole milk'})"
0.001603956425850431,"frozenset({'other vegetables', 'ham'})"
0.0012697988371315912,"frozenset({'ham', 'yogurt'})"
0.0012029673193878234,"frozenset({'ham', 'soda'})"
0.0011361358016440553,"frozenset({'tropical fruit', 'ham'})"
0.0012697988371315912,"frozenset({'rolls/buns', 'ham'})"
0.005012363830782597,"frozenset({'whole milk', 'pork'})"
0.0015371249081066632,"frozenset({'sausage', 'pork'})"
0.001403461872619127,"frozenset({'bottled water', 'pork'})"
0.00394305954688231,"frozenset({'other vegetables', 'pork'})"
0.0030742498162133263,"frozenset({'pork', 'yogurt'})"
0.0015371249081066632,"frozenset({'shopping bags', 'pork'})"
0.003408407404932166,"frozenset({'rolls/buns', 'pork'})"
0.003007418298469558,"frozenset({'soda', 'pork'})"
0.0017376194613379669,"frozenset({'root vegetables', 'pork'})"
0.0015371249081066632,"frozenset({'tropical fruit', 'pork'})"
0.001670787943594199,"frozenset({'brown bread', 'pork'})"
0.0015371249081066632,"frozenset({'pastry', 'pork'})"
0.0013366303548753592,"frozenset({'citrus fruit', 'pork'})"
0.001670787943594199,"frozenset({'pork', 'canned beer'})"
0.001603956425850431,"frozenset({'pip fruit', 'pork'})"
0.0010693042839002875,"frozenset({'bottled beer', 'pork'})"
0.0019381140145692708,"frozenset({'ice cream', 'whole milk'})"
0.0012697988371315912,"frozenset({'ice cream', 'other vegetables'})"
0.0012029673193878234,"frozenset({'ice cream', 'soda'})"
0.0017376194613379669,"frozenset({'ice cream', 'rolls/buns'})"
0.0010024727661565194,"frozenset({'pot plants', 'whole milk'})"
0.0010024727661565194,"frozenset({'other vegetables', 'pot plants'})"
0.001603956425850431,"frozenset({'waffles', 'rolls/buns'})"
0.0026064291920069507,"frozenset({'waffles', 'whole milk'})"
0.0017376194613379669,"frozenset({'waffles', 'other vegetables'})"
0.0013366303548753592,"frozenset({'root vegetables', 'waffles'})"
0.0011361358016440553,"frozenset({'tropical fruit', 'waffles'})"
0.0011361358016440553,"frozenset({'waffles', 'yogurt'})"
0.0010693042839002875,"frozenset({'cat food', 'rolls/buns'})"
0.0010024727661565194,"frozenset({'cat food', 'tropical fruit'})"
0.001670787943594199,"frozenset({'cat food', 'whole milk'})"
0.001670787943594199,"frozenset({'chewing gum', 'whole milk'})"
0.001403461872619127,"frozenset({'chewing gum', 'yogurt'})"
0.0010693042839002875,"frozenset({'chewing gum', 'other vegetables'})"
0.0010024727661565194,"frozenset({'chewing gum', 'soda'})"
0.0010693042839002875,"frozenset({'pasta', 'whole milk'})"
0.0010024727661565194,"frozenset({'rolls/buns', 'seasonal products'})"
